Morion ID,ATC Code (1),ATC Code (2),ATC Code (3),ATC Code (4),ATC Code (5),Brand,INN,NFC (1),Description,strength_value,strength_unit,pack_size,form_category,market_level,market_name,sales_2019,sales_2020,sales_2021,sales_2022,sales_2023
485160,N NERVOUS SYSTEM,N06 PSYCHOANALEPTICS,"N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B X Other psychostimulants and nootropics,N06B X06 Citicoline,23481,CITICOLINUM,Parenteral Ordinary," sol.  for inj. 1000 mg/4 ml amp. 4 ml, blister in the box, #5",1000.0,mg,5.0,Parenteral,No sampled peer,No sampled peer,49.33,19.480000000000004,0.0,0.0,0.0
82431,R RESPIRATORY SYSTEM,R05 COUGH AND COLD PREPARATIONS,"R05C EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPRESSANTS",R05C B Mucolytics,R05C B06 Ambroxol,13454,AMBROXOLUM,Oral Solid Ordinary," pastilles 15 mg blister, #20",15.0,mg,20.0,Oral solid,ATC4,R05C B Mucolytics,9.92,0.0,0.0,0.0,0.0
61784,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A C Oxicams,M01A C06 Meloxicam,45359,MELOXICAMUM,Oral Solid Ordinary," tabs 15 mg, #20",15.0,mg,20.0,Oral solid,ATC3,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",6.85,0.0,0.0,0.0,0.0
29984,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J02 ANTIMYCOTICS FOR SYSTEMIC USE,J02A ANTIMYCOTICS FOR SYSTEMIC USE,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,44063,FLUCONAZOLUM,Parenteral Ordinary," sol. f/infus. 200 mg flask 100 ml, #1",200.0,mg,1.0,Parenteral,No sampled peer,No sampled peer,11.82,0.0,0.0,0.0,0.0
485159,N NERVOUS SYSTEM,N06 PSYCHOANALEPTICS,"N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B X Other psychostimulants and nootropics,N06B X06 Citicoline,23481,CITICOLINUM,Parenteral Ordinary," sol.  for inj. 500 mg/4 ml amp. 4 ml, blister in the box, #10",500.0,mg,10.0,Parenteral,No sampled peer,No sampled peer,32.029999999999994,47.25,53.07999999999999,4.28,0.0
173087,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,13128,SILDENAFILUM,Oral Solid Ordinary," tabs, 100 mg #1 + 100 mg #1 action",100.0,mg,1.0,Oral solid,No sampled peer,No sampled peer,10.8,0.0,0.0,0.0,0.0
145005,R RESPIRATORY SYSTEM,R05 COUGH AND COLD PREPARATIONS,"R05C EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPRESSANTS",R05C B Mucolytics,R05C B01 Acetylcysteine,16933,ACETYLCYSTEINUM,Oral Liquid Ordinary," gran.f/prep. sol. f/use per os 200 mg pack 1 g, #20",200.0,mg,20.0,Oral liquid,ATC4,R05C B Mucolytics,1.72,0.0,0.0,0.0,0.0
71341,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J02 ANTIMYCOTICS FOR SYSTEMIC USE,J02A ANTIMYCOTICS FOR SYSTEMIC USE,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,14259,FLUCONAZOLUM,Parenteral Ordinary," sol. f/infus. 2 mg/ml flask 100 ml, #1",2.0,mg,1.0,Parenteral,No sampled peer,No sampled peer,21.699999999999996,30.59,52.56999999999999,7.52,12.67
299054,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,44917,SILDENAFILUM,Oral Solid Ordinary," tabs coated w/film 100 mg blister, #1",100.0,mg,1.0,Oral solid,No sampled peer,No sampled peer,3.3899999999999997,0.0,0.0,0.0,0.0
327233,B BLOOD AND BLOOD FORMING ORGANS,B01 ANTITHROMBOTIC AGENTS,B01A ANTITHROMBOTIC AGENTS,B01A C Platelet aggregation inhibitors excl. heparin,B01A C06 Acetylsalicylic acid,5866,ACIDUM ACETYLSALICYLICUM*,Oral Solid Ordinary," tabs coated w/film 150 mg blister in pack, #50",150.0,mg,50.0,Oral solid,No sampled peer,No sampled peer,15.39,10.969999999999999,7.5,0.0,0.0
