INN,known_inn,actual_2023,P50_proxy,P10_empirical,P90_empirical,growth_2024,share_change_12m,opportunity_probability,predicted_share_change_6m,action,supply_watch,reason
UNKNOWN_SKU_65897,False,4937.98,4757.326396768985,0.0,10982.829713318566,-0.0365845149698893,,,,Data Review,False,补齐INN后再形成分子级商业建议
AESCULUS HIPPOCASTANUM L.*&+DICLOFENACUM,True,4909.38,7491.6743215259985,0.0,13681.12050644416,0.525991942266844,0.0005601590270538,0.0347478700491946,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
UNKNOWN_SKU_112637,False,4872.169999999999,3765.294725517756,0.0,9907.828817149022,-0.2271832211278022,,,,Data Review,False,补齐INN后再形成分子级商业建议
ADALIMUMAB,True,4868.87,4760.657621003628,0.0,10899.031274369732,-0.0222253580392106,-0.0511268491237629,0.5214472193453763,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_92158,False,4852.89,3929.011856331518,0.0,10047.238902583284,-0.1903768978213975,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_707813,False,4842.09,7006.869642578474,0.0,13111.48070905334,0.4470754658790881,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_39955,False,4816.239999999999,4102.845787454108,0.0,10174.86675418519,-0.1481226459947783,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_93381,False,4770.05,1578.3262371225765,0.0,7592.113675530048,-0.6691174647807514,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_27672,False,4765.04,5014.656518240648,0.0,11022.12765491828,0.0523849785606516,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_69084,False,4717.17,4895.306513899244,0.0,10842.426080954636,0.0377634288989465,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_793670,False,4694.429999999999,3924.9526670430505,0.0,9843.40303223486,-0.1639128356279567,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_134988,False,4690.32,4663.217683325338,0.0,10576.486411768714,-0.0057783513011184,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_168105,False,4681.2,3225.578961402904,0.0,9127.34975136801,-0.3109504055791454,,,,Data Review,False,补齐INN后再形成分子级商业建议
ACIDUM ACETYLSALICYLICUM*+CLOPIDOGRELUM,True,4580.240000000001,3542.6142942670635,0.0,9317.100888095523,-0.2265439596468607,5.429652904660883e-06,0.0307078620236543,0.0,Monitor,False,常规跟踪销量与生命周期信号
ACICLOVIRUM+HYDROCORTISONUM,True,4557.74,0.0,0.0,1247.260361369035,-1.0,-0.0165110671824626,0.1278073430626652,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
VALERIANA OFFICINALIS*&+MELISSA OFFICINALIS*&,True,4554.33,3616.406479288756,0.0,9358.227329041336,-0.2059410540543272,1.6829779558339753e-05,0.0297304653292445,0.0,Monitor,False,常规跟踪销量与生命周期信号
ELTROMBOPAG,True,4491.25,5046.65270084392,0.0,10708.94614278846,0.1236632787851754,-8.707441997331082e-05,0.0825159878343313,0.0,Monitor,False,常规跟踪销量与生命周期信号
OXALIPLATINUM,True,4474.409999999999,399.2111365243501,0.0,6040.273735927872,-0.9107790442707864,-0.1065939951239456,0.4151464806187966,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
GANCICLOVIRUM,True,4455.92,3014.8470629446592,0.0,8632.598600674582,-0.3234063755757151,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
MENTHA PIPERITA+VALERIANA OFFICINALIS*&,True,4444.52,2681.444159228425,0.0,8284.823273860511,-0.3966853205231555,-0.0001178583311215,0.0303570454160189,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_590,False,4351.85,3840.293125752156,0.0,9326.839569465232,-0.1175492892098405,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_48811,False,4336.78,4779.815698349625,0.0,10247.362807318452,0.1021577526066863,,,,Data Review,False,补齐INN后再形成分子级商业建议
AZELASTINUM+MOMETASONUM,True,4334.46,3673.323553319942,1968.4354988778396,4859.481637357125,-0.1525302913581063,-0.0169505301111541,0.134601779903903,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_88009,False,4263.6,3517.792588171672,0.0,8893.078826763322,-0.1749243390159321,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_428841,False,4234.129999999999,7825.693307483172,0.0,13163.82557162804,0.8482411516611852,,,,Data Review,False,补齐INN后再形成分子级商业建议
ROPIVACAINUM,True,4184.71,5746.924301695853,0.0,11022.750850972723,0.3733148298677453,0.0032171335985882,0.0944689659960219,0.0,Monitor,True,常规跟踪销量与生命周期信号
UNKNOWN_SKU_55166,False,4182.91,1539.913979105771,0.0,6813.471198419824,-0.6318558182925831,,,,Data Review,False,补齐INN后再形成分子级商业建议
AMINOPHYLLINUM+KALII CHLORIDUM*+MAGNESII CHLORIDUM*,True,4153.62,3484.4988511609586,1850.741215678844,4621.168688007652,-0.1610934916624634,-0.0223805336890499,0.3139954697493384,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
TENOFOVIRUM,True,4143.48,3903.008992416592,0.0,9126.855278156278,-0.0580360005559114,0.1254146798236679,0.5827123753364278,0.0,Emerging Opportunity,False,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动
UNKNOWN_SKU_110933,False,4143.25,5921.441845421999,0.0,11144.998161221993,0.4291780233927469,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_66537,False,4118.09,3962.468271274583,0.0,9154.304397149872,-0.0377897833037688,,,,Data Review,False,补齐INN后再形成分子级商业建议
GEMCITABINUM,True,4095.05,1509.90465158397,0.0,6672.693353935207,-0.6312854173736657,-0.0363167496873615,0.4935442642266794,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
PALONOSETRONUM,True,4093.69,19981.063403135693,0.0,25142.137500626137,3.880941987091278,0.0089206318525757,0.5216925740803051,0.0,Emerging Opportunity,True,机会概率位于前20%，份额上升且规模尚未进入前25%，先验证增长驱动
BECLOMETASONUM+CLOTRIMAZOLUM,True,4070.59,5103.186680396596,0.0,10235.137710030893,0.2536724849214968,0.0015351911759894,0.0531397980155777,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
UNKNOWN_SKU_110699,False,4051.91,2360.4814420939283,0.0,7468.88186966966,-0.4174398142866133,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_30882,False,4041.19,2852.348983455057,0.0,7947.234290363347,-0.2941809260502334,,,,Data Review,False,补齐INN后再形成分子级商业建议
PEMBROLIZUMABUM,True,4019.4,8366.04315696868,0.0,13433.456963938206,1.0814159220203714,0.3662600594392806,0.3177580313617558,0.0,Monitor,True,常规跟踪销量与生命周期信号
POLIDOCANOLUM,True,4001.980000000001,4524.539395733331,0.0,9569.991131618266,0.1305752142023024,0.0013643431824935,0.0582927377664299,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
UNKNOWN_SKU_33850,False,3931.88,2932.9619131029363,0.0,7890.035854324846,-0.2540560970571491,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_11724,False,3890.67,3586.6054566706403,0.0,8491.724349132732,-0.0781522317054286,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_366062,False,3888.59,1777.8433237136624,0.0,6680.339879329832,-0.5428051494979769,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_13885,False,3878.87,3763.491777915981,0.0,8653.73395173294,-0.0297453181168791,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_35676,False,3858.83,3249.1583183821167,0.0,8114.135285279718,-0.1579939208562915,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_723526,False,3851.55,2434.5339011184524,0.0,7290.332689055328,-0.3679080107700919,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_762617,False,3819.35,5372.592251764999,0.0,10187.79524814482,0.4066771182963069,,,,Data Review,True,补齐INN后再形成分子级商业建议
HUMULUS LUPULUS*&+MENTHA PIPERITA+MENYANTHES TRIFOLIATA&+VALERIANA OFFICINALIS*&,True,3811.23,1186.28666732205,0.0,5991.252464091833,-0.6887391557785675,-1.340997196954709e-05,0.0300499107632963,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_155873,False,3785.64,1296.377050793169,0.0,6069.080539924909,-0.6575540593418367,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_33730,False,3707.18,3038.7169388469606,0.0,7712.502856377261,-0.1803157821182245,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_13896,False,3679.01,2513.2921967776256,0.0,7151.563100389846,-0.3168563834353194,,,,Data Review,False,补齐INN后再形成分子级商业建议
BREXPIPRAZOLUM,True,3653.33,7239.527973518366,0.0,11845.423102994402,0.9816244285400896,0.0109655382460486,0.2826475520541489,0.0,Monitor,True,常规跟踪销量与生命周期信号
UNKNOWN_SKU_134975,False,3609.77,3965.700881323746,0.0,8516.67822569962,0.0986020941289185,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_166612,False,3565.9300000000003,2864.65157456344,0.0,7360.358126956047,-0.1966607379944531,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_31746,False,3560.9100000000008,2793.869975682396,0.0,7283.247618956482,-0.2154056194393018,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_70314,False,3478.62,3293.815827966788,0.0,7679.447269774106,-0.0531257142295542,,,,Data Review,False,补齐INN后再形成分子级商业建议
ALTHAEA OFFICINALIS*&+GLYCYRRHIZA GLABRA/URALENSIS*&,True,3475.4100000000008,3035.573197430808,0.0,7417.157667471103,-0.1265568098639278,7.358865705415867e-05,0.0329156912327115,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
UNKNOWN_SKU_29411,False,3472.3499999999995,148.47242983295533,0.0,4526.199038936462,-0.957241513720404,,,,Data Review,False,补齐INN后再形成分子级商业建议
ACIDUM ALENDRONICUM+COLECALCIFEROLUM,True,3459.6400000000003,130.48313943456992,0.0,4492.185757522856,-0.962284185801248,-0.0026446195318394,0.3630407592340286,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
BENZOCAINUM+CHLORAMPHENICOLUM+NITROFURALUM,True,3459.35,6078.68985866921,0.0,10440.026862485707,0.7571768854464596,-0.0070137845468831,0.149688726701637,0.0,Monitor,False,常规跟踪销量与生命周期信号
IMIPRAMINUM,True,3414.03,7750.340981243782,0.0,12054.541299552033,1.2701443693358825,-0.0075228509755283,0.284008372525038,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_31743,False,3397.98,2709.053460987089,0.0,6993.018920460221,-0.2027459075724138,,,,Data Review,False,补齐INN后再形成分子级商业建议
HEXOPRENALINUM,True,3397.2200000000003,3269.854190742558,0.0,7552.861488675836,-0.0374911866930732,-0.0012012895298252,0.0349754516152349,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
CARDIOSPERMUM HALICACABUM*&,True,3335.09,3054.4068062633205,0.0,7259.084398313377,-0.0841606054819149,-0.0017121461187171,0.058495630750629,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_-876242,False,3324.79,9686.51733080754,0.0,13878.209312514811,1.9134223005986963,,,,Data Review,True,补齐INN后再形成分子级商业建议
DOPAMINUM,True,3286.01,722.834775124232,0.0,4865.635303521488,-0.78002660517642,-0.0313189661759513,0.3630958555866505,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_102781,False,3268.05,5482.419360464631,0.0,9602.57701878845,0.677581236659363,,,,Data Review,False,补齐INN后再形成分子级商业建议
FENTANYLUM,True,3262.8,5342.28015393788,0.0,9455.818933203484,0.6373299478784724,0.0003397625289829,0.1712359059090985,0.0,Market-led Growth,True,销量增长且同类份额变化不超过0.2个百分点
VINCRISTINUM,True,3232.8,3560.9846659037257,0.0,7636.701279122386,0.1015171572332733,-0.0331038737809617,0.2743883440099799,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_11151,False,3219.28,2696.079613888833,0.0,6754.751037609005,-0.1625209320441735,,,,Data Review,False,补齐INN后再形成分子级商业建议
NOREPINEPHRINUM,True,3211.4299999999994,2765.658956981685,0.0,6814.433580586239,-0.1388076473777458,0.0037287723070991,0.2557138510493048,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_70951,False,3200.9600000000005,2392.7366072675545,0.0,6428.311294921727,-0.2524940620102862,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_94678,False,3186.55,2891.109134630905,0.0,6908.516575193861,-0.0927149630067298,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_36736,False,3177.34,2127.74820443262,0.0,6133.544240019164,-0.3303366323929387,,,,Data Review,False,补齐INN后再形成分子级商业建议
COLISTIMETHATUM NATRICUM,True,3159.7,1405.2432472571238,0.0,5388.799849208065,-0.555260547755444,-0.0769425092216274,0.275136326051889,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
ASCORBIC ACID+SODIUM ASCORBATUM,True,3156.93,3729.382739909084,0.0,7709.447095195024,0.1813320979271266,4.046620671967755e-05,0.0315252144272995,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
UNKNOWN_SKU_100008,False,3124.88,2229.09342579704,0.0,6168.751100356161,-0.2866627115930726,,,,Data Review,False,补齐INN后再形成分子级商业建议
ARALIA MANDSHURICA RUPP. ET MAXIM*&,True,3117.47,3224.5122153468187,0.0,7154.8278148923455,0.0343362455282068,0.0004044021030973,0.0342389506104476,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
BIPERIDENUM,True,3114.6000000000004,198.5980037618297,0.0,4125.295282755533,-0.9362364336473932,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
UNKNOWN_SKU_134973,False,3113.77,3314.7070036902364,0.0,7240.357869423307,0.064531742450546,,,,Data Review,False,补齐INN后再形成分子级商业建议
EPOETINUM BETA,True,3092.53,2702.1599875284337,0.0,6601.032759700269,-0.1262299840168297,-0.0987190938955683,0.2830272217169939,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
MEXILETINUM,True,3070.7100000000005,3293.976460358425,0.0,7165.3399104254495,0.0727084160856688,0.0004090987035815,0.0313829725346966,0.0,Market-led Growth,False,销量增长且同类份额变化不超过0.2个百分点
TINIDAZOLUM+TIOCONAZOLUM,True,3068.99,5030.351348385515,0.0,8899.54632759918,0.6390901724624438,-0.0026211070968016,0.2178302370952277,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_174360,False,3053.62,11253.630658277663,0.0,15103.448081086612,2.685340893194852,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_44980,False,3048.1900000000005,2969.1810091605034,0.0,6812.152619914956,-0.0259199691749848,,,,Data Review,False,补齐INN后再形成分子级商业建议
VALERIANA OFFICINALIS*&+CONVALLARIA MAJALIS/TRANSCAUCASICA UTKIN EX GROSSH./KEISKEI MIG.*&,True,3047.26,4136.30109535392,0.0,7978.100218960915,0.357383713681773,1.0492897034589262e-05,0.0302329723159734,0.0,Monitor,False,常规跟踪销量与生命周期信号
UNKNOWN_SKU_448030,False,3034.8,2319.8320514051798,0.0,6145.922368714011,-0.2355898077615726,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_31745,False,3028.72,2594.278808749254,0.0,6412.703833739239,-0.1434405264437603,,,,Data Review,False,补齐INN后再形成分子级商业建议
FOLLITROPINUM ALFA,True,2994.99,2414.524342720579,0.0,6190.424645685116,-0.1938122188319229,-0.0212851865232777,0.3343309457158477,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
HEXAMETHONII BROMIDUM,True,2989.17,2323.0781776967115,0.0,6091.640980448143,-0.2228350419358178,,,,Monitor,False,跨多个ATC3或不足3个同类INN，竞争份额不适用
ADENOSINI PHOSPHAS,True,2972.84,4092.509934142373,0.0,7840.484871175584,0.3766330963463802,0.0002428929716019,0.0392488181441158,0.0,Market-led Growth,True,销量增长且同类份额变化不超过0.2个百分点
TOLTERODINUM,True,2962.99,18.4931119897974,0.0,3754.049771170928,-0.9937586316559296,-0.0097332557957785,0.053143575678366,0.0,At Risk,False,同类份额与预测销量同时下降，核查原因
UNKNOWN_SKU_134983,False,2952.39,3216.787568728173,0.0,6938.980395906051,0.0895537407754982,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_36733,False,2869.4700000000003,1179.2868558656564,0.0,4796.939216089781,-0.5890227617414867,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_134972,False,2812.07,2633.677901256213,0.0,6178.963850443852,-0.0634380007410152,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_528335,False,2810.86,2153.711873368946,0.0,5697.472328526024,-0.2337889922056075,,,,Data Review,False,补齐INN后再形成分子级商业建议
UNKNOWN_SKU_175507,False,2796.19,4330.655776350671,0.0,7855.921192310794,0.5487702110195196,,,,Data Review,False,补齐INN后再形成分子级商业建议
