INN,zero_rate,mean_demand,CV,ADI,CV2_positive,leading_zeros,trailing_zeros,internal_zero_months,seasonality_strength,trend_strength,lag12_autocorrelation,segment
ALFA-BROMISOVALERIC ACID ETHYL ETHER*+HUMULUS LUPULUS*&+MENTHA PIPERITA+MENTHOL SOLITION IN ISOVALERAT,0.0,14443.502666666667,0.5752505184625155,1.0,0.33091315899139284,0,0,0,0.21819115862173133,0.5635093983755977,0.38044064235756075,Stable
ALFA-BROMISOVALERIC ACID ETHYL ETHER*+HUMULUS LUPULUS*&+MENTHA PIPERITA+PHENOBARBITALUM,0.0,44362.34816666666,0.3240828002751486,1.0,0.10502966143418184,0,0,0,0.3565436949970968,0.7171740274956517,0.5773047202895024,Stable
ALFA-BROMISOVALERIC ACID ETHYL ETHER*+MENTHA PIPERITA+PHENOBARBITALUM,0.0,635281.2958333333,0.1840848790560144,1.0,0.03388724269706745,0,0,0,0.4087576358645708,0.6227156971458256,0.5030553739586348,Stable
ALFA-BROMISOVALERIC ACID ETHYL ETHER*+MENTHA PIPERITA+VALERIANA OFFICINALIS*&,0.0,1020.0596666666667,0.9691944191489541,1.0,0.9393378221094785,0,0,0,0.04979779806105322,0.025558719138672248,-0.007881723023695011,Stable
ALFA-BROMISOVALERIC ACID ETHYL ETHER*+MENTHOL SOLITION IN ISOVALERAT+PHENOBARBITALUM,0.0,206501.8445,0.20591893458410718,1.0,0.0424026076202538,0,0,0,0.5921364890538301,0.6707599887625393,0.6873084579223108,Seasonal
ALFA-BROMISOVALERIC ACID ETHYL ETHER*+PASSIFLORA INCARNATA*,0.0,8857.854166666666,0.3445927400599395,1.0,0.11874415650201706,0,0,0,0.42685536348643516,0.6452364988564927,0.39498535530730927,Stable
ALFA-BROMISOVALERIC ACID ETHYL ETHER*+PHENOBARBITALUM,0.0,49556.212999999996,0.23195153514872882,1.0,0.053801514657851976,0,0,0,0.4734667113748501,0.2839431477682076,0.2602139200268764,Stable
ALFACALCIDOLUM,0.2833333333333333,584.8105,1.1706530280613183,1.3953488372093024,0.6988071003448795,0,2,15,0.023059284470929198,0.42150733556958453,-0.26029755657233705,Lumpy / volatile
ALFUZOSINUM,0.11666666666666667,265.18399999999997,0.6022838976683281,1.1320754716981132,0.20375887249498853,0,0,7,0.052466563707770475,0.4506177594387115,0.13294898540686617,Stable
ALLANTOINUM*+ALLIUM CEPA&+HEPARIN SODIUM,0.0,5048.726166666666,0.18709949803203774,1.0,0.035006222163840486,0,0,0,0.21960719224797853,0.03197660847483441,-0.2808356406796229,Stable
ALLANTOINUM*+DEXPANTHENOLUM,0.05,24.950166666666668,1.3581694481578965,1.0526315789473684,1.702393037414049,0,0,3,0.31534876725044514,0.8279465566682269,0.785502209973767,Lumpy / volatile
ALLANTOINUM*+GLUCOSAMINUM+IBUPROFENUM,0.0,4617.519666666665,0.39246764054581745,1.0,0.15403084887560103,0,0,0,0.3312581331811124,0.8538800781227461,0.7106467028162564,Stable
ALLANTOINUM*+POVIDONUM,0.0,4160.462666666665,0.3732832811009312,1.0,0.1393404079494768,0,0,0,0.6475808435916788,0.024811830881405927,0.4207935376320979,Seasonal
ALLIUM SATIVUM+CARBO ACTIVATUS MEDICINALIS*+CHOLE MEDICATA CONSERVATA*+URTICA DIOICA,0.0,172952.23649999997,0.2553201791060463,1.0,0.06518839385874359,0,0,0,0.5844060555843773,0.018951878401682998,0.2787367643957221,Seasonal
ALLOFERONUM*,0.11666666666666667,1347.1448333333333,0.6675490265829602,1.1320754716981132,0.27696583755447424,0,7,0,0.03406641568482105,0.5221489752398998,0.23268055266784582,Potential discontinued
ALLOPURINOLUM,0.0,33212.50983333333,0.09023054046113739,1.0,0.00814155043190895,0,0,0,0.3839292598648347,0.0050362601939134555,0.09819161991922423,Stable
ALNUS INCANA/GLUTINOSA*&,0.0,12050.481833333333,0.5204416324936455,1.0,0.27085949283265076,0,0,0,0.7150363485204048,0.4699238483872784,0.5561070808485864,Seasonal
ALOE ARBORESCENS MILL.*&,0.0,16954.409333333333,0.3825684580272471,1.0,0.1463586250773455,0,0,0,0.30787739934083835,0.03367647767402204,0.4495706288868142,Stable
ALOE ARBORESCENS MILL.*&+CALENDULA OFFICINALIS*&+EUCALYPTUS VIMINALIS*&+LEVOMENTHOLUM+MATRICARIA CHAMOMILLA*&,0.11666666666666667,134.23100000000002,0.7865066909203762,1.1320754716981132,0.4297569511285597,0,7,0,0.060447139600277144,0.6916481755313909,0.8083840340509961,Potential discontinued
ALPROSTADILUM,0.0,419.3098333333332,0.34165818866178754,1.0,0.11673031787965361,0,0,0,0.07521525121085237,0.04942823307666333,-0.025324790189450948,Stable
ALTEPLASUM,0.03333333333333333,38.34799999999999,0.9129015107920319,1.0344827586206897,0.772276196126162,0,1,1,0.10668760720371973,0.03632885621784743,-0.1679158564716057,Stable
ALTHAEA OFFICINALIS*&,0.0,215816.05450000006,0.5485541908445868,1.0,0.30091170029315933,0,0,0,0.7717331827935376,0.5068404519227541,0.6547848481459556,Seasonal
ALTHAEA OFFICINALIS*&+AMMONIUM CHLORIDE+ANISUM VULG.*&+GLYCYRRHIZA GLABRA/URALENSIS*&+NATRII HYDROCARBONAS*,0.0,16621.170166666667,0.631763362197032,1.0,0.3991249458144982,0,0,0,0.6191588593085452,0.3577793983062486,0.4441881926295108,Seasonal
ALTHAEA OFFICINALIS*&+ASCORBIC ACID,0.0,120512.28383333332,0.5239720501221774,1.0,0.2745467093092376,0,0,0,0.7882077829325935,0.26741540463738944,0.6292940129856832,Seasonal
ALTHAEA OFFICINALIS*&+GLYCYRRHIZA GLABRA/URALENSIS*&,0.0,576.832,0.8919924537032914,1.0,0.7956505374636187,0,0,0,0.4523578267669611,0.4650092340352018,0.5723066611516899,Stable
ALTHAEA OFFICINALIS*&+ORIGANUM VULGARE*&+TUSSILAGO FARFARA*&,0.0,13028.556666666667,0.5973906406733439,1.0,0.3568755775641083,0,0,0,0.7803651058278364,0.5413853261900783,0.6782042021880987,Seasonal
ALTHAEA OFFICINALIS*&+THYMUS SERPYLLUM*&,0.0,8416.116333333332,0.5956915446733655,1.0,0.35484841639534015,0,0,0,0.6119482833096124,0.3636290695344272,0.43610163775792293,Seasonal
ALUMINII HYDROXYDUM*+BENZOCAINUM+MAGNESII HYDROXIDE*,0.0,45028.64049999999,0.17692029791102348,1.0,0.0313007918129253,0,0,0,0.6544431259998391,0.04436166418443899,0.41226805198828137,Seasonal
ALUMINII HYDROXYDUM*+CALCII CARBONAS*+DIHYDROXYALUMINUM AMINOACETATE+MAGNESII TRISILICAS*,0.0,4681.8713333333335,0.24952233909314603,1.0,0.062261397706514954,0,0,0,0.3227214284516793,0.0695120326494576,0.33899012263189915,Stable
ALUMINII HYDROXYDUM*+MAGNESII HYDROXIDE*,0.0,45171.54033333333,0.19976518547406463,1.0,0.039906129327487445,0,0,0,0.6074312105361233,0.09970065876410683,0.48153401262376394,Seasonal
ALUMINII HYDROXYDUM*+MAGNESII HYDROXIDE*+SIMETICONUM,0.0,10390.333833333332,0.174290942703624,1.0,0.030377332708517942,0,0,0,0.6934338693330504,0.029901707279830658,0.4858892365696343,Seasonal
ALUMINII PHOSPHAS*,0.03333333333333333,18440.955333333335,0.9692889162470397,1.0344827586206897,0.8748703030540486,0,0,2,0.019890229590891373,0.2988171501174849,0.556174099940455,Stable
ALVERINUM+SIMETICONUM,0.0,8231.224833333334,0.2425466000655545,1.0,0.058828853203360044,0,0,0,0.3234781344730775,0.5183359692706249,0.29178213058013275,Stable
AMANTADINUM,0.0,7869.628000000001,0.18950553626053182,1.0,0.03591234827339174,0,0,0,0.21765162746601874,0.008740092441427372,-0.03026446248894334,Stable
AMBAZONUM,0.0,57331.65449999999,0.45991721178607725,1.0,0.2115238416970794,0,0,0,0.628596777196062,0.28685228466362567,0.4391434728745152,Seasonal
AMBROXOLUM,0.0,432674.0171666667,0.526853229110446,1.0,0.277574325024104,0,0,0,0.6804548443278023,0.36788026367097515,0.5417049545317555,Seasonal
AMBROXOLUM+CARBOCISTEINUM,0.0,22865.679333333333,0.6880794055493895,1.0,0.4734532683412012,0,0,0,0.5780482089802073,0.5016031870567937,0.4414213892550734,Seasonal
AMBROXOLUM+GLYCYRRHIZA GLABRA/URALENSIS*&+KETOTIFENUM+THEOBROMINUM,0.0,5235.532833333334,0.5677993905112625,1.0,0.32239614786496124,0,0,0,0.6710741378382095,0.46516455467613294,0.6323881658091239,Seasonal
AMBROXOLUM+LORATADINUM,0.0,60853.3765,0.510324055672678,1.0,0.2604306417982106,0,0,0,0.6492511080171499,0.039374163935516626,0.38390638875867394,Seasonal
AMBROXOLUM+SALBUTAMOLUM,0.0,6450.419333333333,0.3723300214114207,1.0,0.13862964484422902,0,0,0,0.6573378303552158,0.639003894701083,0.6153328935715214,Seasonal
AMIKACINUM,0.0,32874.4715,0.5232614213222676,1.0,0.2738025150441996,0,0,0,0.2897071349451039,0.7629659758558411,0.6287464861415031,Stable
AMIKACINUM+BENZALKONII CHLORIDUM+LIDOCAINUM+NIMESULIDUM,0.0,19933.626666666667,0.11641164168467753,1.0,0.013551670319721754,0,0,0,0.4998729431848128,0.057210144848414246,0.09929879216794928,Stable
AMINOCAPRONIC ACID,0.0,29765.206000000002,0.49297147710516986,1.0,0.24302087723925303,0,0,0,0.5588336633899509,0.8612424185580694,0.7698816824499701,Seasonal
AMINOPHYLLINUM,0.0,55520.3125,0.3026749702385773,1.0,0.09161213760892364,0,0,0,0.4485855434697261,0.7801936570928131,0.6571761277102195,Stable
AMINOPHYLLINUM+ATROPA BELLADONNA*&+COFFEINUM*+CYTISINUM*+EPHEDRINUM*+PARACETAMOLUM+PHENOBARBITALUM,0.0,3101.526166666667,0.3973735986663382,1.0,0.15790577691703603,0,0,0,0.20580407633609898,0.8180355834322963,0.7477288812139427,Stable
AMINOPHYLLINUM+KALII CHLORIDUM*+MAGNESII CHLORIDUM*,0.0,3552.877833333334,0.7679705804874962,1.0,0.5897788124943019,0,0,0,0.2741448238239361,0.6540847005698716,0.7623152388613117,Stable
AMINOPHYLLINUM+SALBUTAMOLUM,0.9666666666666667,0.40800000000000003,6.207543221670251,30.0,0.317786428296809,1,48,9,0.19627644858536697,0.08184982980502176,,Potential discontinued
AMIODARONUM,0.0,128241.49216666668,0.15561527072786982,1.0,0.02421611248370822,0,0,0,0.3401031228880004,0.46502636484024507,0.45808248233891,Stable
AMISULPRIDUM,0.0,4661.920500000001,0.188021071965828,1.0,0.03535192350317908,0,0,0,0.34281088433751206,0.5441229009771842,0.25187172025292004,Stable
AMITRIPTYLINE,0.0,34311.69466666667,0.10010209791323524,1.0,0.010020430006630936,0,0,0,0.6146719934703833,0.08425869499479977,0.5223249771507618,Seasonal
AMLODIPINUM,0.0,459193.8096666666,0.1617803980502569,1.0,0.02617289719329957,0,0,0,0.5784457355224002,0.6366480922667586,0.6528598309471302,Seasonal
AMLODIPINUM+ATENOLOLUM,0.0,849.9965,0.24038393561573013,1.0,0.05778443650210749,0,0,0,0.2755402790638689,0.3188790314677392,0.1874874312287483,Stable
AMLODIPINUM+ATORVASTATINUM,0.0,109.07349999999998,0.3461472383950068,1.0,0.11981791064848961,0,0,0,0.1733365046233899,0.35480299732351084,0.04561054982471686,Stable
AMLODIPINUM+BISOPROLOLUM,0.0,12319.775833333331,0.17858307812758548,1.0,0.031891915793523296,0,0,0,0.42416550541083486,0.2997262917102661,0.32513034292764104,Stable
AMLODIPINUM+HYDROCHLOROTHIAZIDUM+OLMESARTANUM MEDOXOMILUM,0.25,143.903,0.9113223595385618,1.3333333333333333,0.3728813322461987,15,0,0,0.03660512411343153,0.5614075694669333,0.34730834670483557,Intermittent
AMLODIPINUM+HYDROCHLOROTHIAZIDUM+VALSARTANUM,0.0,56157.515999999996,0.5527669987853862,1.0,0.30555135494620306,0,0,0,0.04812537406270434,0.5990198931402877,0.8507096583607721,Stable
AMLODIPINUM+INDAPAMIDUM,0.0,22308.468500000003,0.16473988183640478,1.0,0.027139228667472603,0,0,0,0.5067292013950161,0.3226148702239233,0.26241867790429735,Seasonal
AMLODIPINUM+INDAPAMIDUM+PERINDOPRILUM,0.0,313169.0841666666,0.29170040778907597,1.0,0.08508912790431321,0,0,0,0.441262926244527,0.8440340274689685,0.6805301924334635,Stable
AMLODIPINUM+LISINOPRILUM,0.0,47869.44333333334,0.23171371934427026,1.0,0.05369124773235524,0,0,0,0.5138207271007955,0.7795914225996892,0.6021054556911904,Seasonal
AMLODIPINUM+OLMESARTANUM MEDOXOMILUM,0.0,2769.3508333333343,0.44901902314905107,1.0,0.2016180831497281,0,0,0,0.31281990997350306,0.7791145445026578,0.8164128359998014,Stable
AMLODIPINUM+PERINDOPRILUM,0.0,66416.73166666666,0.16386692212764883,1.0,0.02685236816758893,0,0,0,0.5762385408591031,0.2427347737300013,0.3745869875647495,Seasonal
AMLODIPINUM+RAMIPRILUM,0.0,13512.635833333332,0.14744659902515841,1.0,0.021740499564085847,0,0,0,0.5463330772537159,0.131896362776747,0.33758630451973676,Seasonal
AMLODIPINUM+TELMISARTANUM,0.31666666666666665,1893.6339999999998,1.0741953607921497,1.4634146341463414,0.4718287099840405,19,0,0,0.04051532740956976,0.7883703276342862,0.7150152418678583,Intermittent
AMLODIPINUM+VALSARTANUM,0.0,106219.6075,0.16699440853553427,1.0,0.02788713248213292,0,0,0,0.49849727011952827,0.3650402782405119,0.3499140134484547,Stable
AMMONIUM FERRIC CITRATE+CYANOCOBALAMINUM+FOLIC ACID,0.0,1860.4705,0.2392153931979662,1.0,0.05722400434285757,0,0,0,0.13383797025674316,0.1602473535279545,-0.09368241812819926,Stable
AMMONIUM*,0.0,226140.60883333333,0.6415419186182406,1.0,0.4115760333443732,0,0,0,0.9297890825164954,0.31853673808889005,0.9010621795483904,Seasonal
AMMONIUM*+ANISUM VULGARE GAERTN.*&,0.0,3318.6285000000003,0.4965749813867272,1.0,0.24658671213922842,0,0,0,0.24977923416377645,0.06634643606045387,0.008468235345893497,Stable
AMMONIUM*+ANISUM VULGARE GAERTN.*&+GLYCYRRHIZA GLABRA/URALENSIS*&,0.0,1234.232833333333,0.6062136335255086,1.0,0.3674949694721997,0,0,0,0.709732743406341,0.34742227612218035,0.7354629134788682,Seasonal
AMMONIUM*+GLYCEROLUM+SPIRITUS AETHYLICUS*,0.0,19454.124499999998,0.6006521055193047,1.0,0.36078295186477394,0,0,0,0.08335122252375471,0.35287176849330526,0.16996101150783768,Stable
AMOROLFINUM,0.0,15537.086000000001,0.26498006622775205,1.0,0.07021443549806386,0,0,0,0.7878662912270973,0.6276812638540499,0.7307787799744422,Seasonal
AMOXICILLINUM,0.0,114248.23733333335,0.4263282205297225,1.0,0.18175575162003976,0,0,0,0.4762788189505115,0.37323887213067497,0.36985960726772416,Stable
AMOXICILLINUM+ACIDUM CLAVULANICUM,0.0,213983.39650000006,0.34218924276375695,1.0,0.1170934778632334,0,0,0,0.48734912603360203,0.03549282448344848,0.19062401256993125,Stable
AMOXICILLINUM+CLARITHROMYCINUM+OMEPRAZOLUM,0.0,3635.229166666667,0.33105147350548997,1.0,0.10959507811015612,0,0,0,0.11276644237712108,0.14044251693651755,-0.0044717849838860554,Stable
AMPICILLINUM,0.0,46408.83233333334,0.3738217595825431,1.0,0.13974270793738863,0,0,0,0.5419706648160025,0.6236527615185534,0.4585377406221688,Seasonal
AMPICILLINUM+SULBACTAMUM,0.0,6022.239166666666,0.7619127852345349,1.0,0.5805110923038465,0,0,0,0.3864204796699171,0.8336781094778644,0.6462564847588245,Stable
AMTOLMETINE GUACIL,0.0,1602.1899999999998,0.290550681497293,1.0,0.08441969851854142,0,0,0,0.10354148174021638,0.6140866147240491,0.4275205064073468,Stable
AMYLMETACRESOLUM+ASCORBIC ACID+DICHLOROBENZYL ALCOHOL*+SODIUM ASCORBATUM,0.0,30466.654999999995,0.5300704119088689,1.0,0.28097464158123797,0,0,0,0.5649044545485751,0.04993499359823128,0.32254741047700586,Seasonal
AMYLMETACRESOLUM+DICHLOROBENZYL ALCOHOL*,0.0,94096.08383333332,0.45468023861639234,1.0,0.2067341193882595,0,0,0,0.6313250637453166,0.12079125664746138,0.3764830944518496,Seasonal
AMYLMETACRESOLUM+DICHLOROBENZYL ALCOHOL*+LEVOMENTHOLUM,0.0,47338.49,0.46319959218667867,1.0,0.2145538622019054,0,0,0,0.7272069156414724,0.0013159821970090135,0.4361193265259083,Seasonal
AMYLMETACRESOLUM+DICHLOROBENZYL ALCOHOL*+LIDOCAINUM,0.0,26250.769000000004,0.44652369799566993,1.0,0.1993834128717282,0,0,0,0.518977600015732,0.03151587568647307,0.3086576617712472,Seasonal
ANAGRELIDUM,0.016666666666666666,34.563,0.5646935754935614,1.0169491525423728,0.29689752030030736,0,0,1,0.12297169057812485,0.03110520829965302,-0.21211756686189645,Stable
ANASTROZOLUM,0.0,1590.9173333333333,0.2308702897763852,1.0,0.053301090701432075,0,0,0,0.180921825398912,0.5162013019335399,0.26439320032784286,Stable
ANETHOLUM*+DICHLOROBENZYL ALCOHOL*+MENTHA PIPERITA+MENTHOLUM*,0.0,1260.1166666666666,0.6651941346582769,1.0,0.4424832367837739,0,0,0,0.34148713963692534,0.022083048616217904,0.12398663454970663,Stable
ANETHUM GRAVEOLENS*&,0.0,17277.466833333332,0.21590535494478316,1.0,0.046615122293832814,0,0,0,0.31400897272858785,0.15196902111403143,0.1871014973859916,Stable
ANETHUM GRAVEOLENS+ARCTOSTAPHYLOS UVA-URSI+CALENDULA+ELEUTHEROCOCCUS SENTICOSUS+MENTHA PIPERITA,0.0,1561.6515,0.5281069677126099,1.0,0.2788969693466075,0,0,0,0.5689605321680229,0.9136375420147003,0.8338551071109251,Seasonal
ANISUM VULG.*&+CAPSICUM ANNUUM*&+MENTHOLUM*,0.0,5588.905833333333,0.550113312554101,1.0,0.30262465664924604,0,0,0,0.5629416842415481,0.035986789562131416,0.20087573853295837,Seasonal
ANISUM VULGARE GAERTN.*&,0.36666666666666664,59.40833333333333,1.2227289591582213,1.5789473684210527,0.5802085347906262,0,16,6,0.11875648431590013,0.794244772822453,0.5019004311468727,Potential discontinued
ANISUM VULGARE GAERTN.*&+CAPSICUM ANNUUM*&+LEVOMENTHOLUM,0.0,2888.8646666666664,0.5206610374260694,1.0,0.2710879158935908,0,0,0,0.5834909486197299,0.15695818976780618,0.46114939283029815,Seasonal
ANISUM VULGARE GAERTN.*&+THYMUS SERPYLLUM*&,0.7666666666666667,22.130999999999997,2.5564216284046526,4.285714285714286,0.7582346931741893,0,46,0,0.015236104038997555,0.5211226926798329,0.7463887926908258,Potential discontinued
ANTAZOLINUM+NAPHAZOLINUM,0.8333333333333334,3.173,2.8145023825201774,6.0,0.4869039435352924,0,38,12,0.3279004881302976,0.2751275704695183,0.699281672352166,Potential discontinued
ANTILYMPHOCYTE SERUM*,0.8833333333333333,0.45249999999999996,6.4498612538589954,8.571428571428571,3.9700828559703445,8,1,44,0.1664378575516985,0.03960537508402484,-0.02559885521566123,Lumpy / volatile
ANTITHROMBINUM III,0.45,0.253,2.2298504594234565,1.8181818181818181,2.2847281892650524,1,0,26,0.13402723941677264,0.26384876241267496,0.06907691364824149,Lumpy / volatile
ANTRAL*,0.0,106289.56383333333,0.24726486655729318,1.0,0.06113991423359601,0,0,0,0.3332803520348748,0.0014591681325965,0.24243916658840028,Stable
ANTRAL*+LECITHIN*,0.05,650.9168333333333,1.627282574019301,1.0526315789473684,2.4656461469215385,0,0,3,0.14274929022239047,0.04017906601127241,-0.13754643419783852,Lumpy / volatile
APIXABANUM,0.0,2912.5335,0.798711888281429,1.0,0.6379406804820859,0,0,0,0.16813427220089527,0.825563086003178,0.63633615522321,Stable
APOMORPHINUM*,0.8333333333333334,0.06416666666666666,2.3451467488707927,6.0,0.083285545623208,29,9,12,0.050978139203287864,0.01890006446032544,-0.22358933544236462,Potential discontinued
APREPITANTUM,0.0,55.6775,0.8556969761200981,1.0,0.7322173149410797,0,0,0,0.35272586777736104,0.2856201045176052,0.050281970436415545,Stable
APROTININUM,0.0,4181.103,0.30331575614497713,1.0,0.09200044792579923,0,0,0,0.3918683436005539,0.7677633238487241,0.5386046759289655,Stable
AQUA PRO INJECTIONIBUS*,0.0,133388.34366666668,0.48746407342093484,1.0,0.2376212228761306,0,0,0,0.31514166549484557,0.5668150898749962,0.3989876417545276,Stable
ARALIA MANDSHURICA RUPP. ET MAXIM*&,0.0,329.27866666666665,0.29751192726578995,1.0,0.08851334686540471,0,0,0,0.1381056298222022,0.6514026592334539,0.5015732882968872,Stable
ARCTOSTAPHYLOS UVA-URSI*&,0.0,8956.408166666666,0.3007786713360584,1.0,0.09046780913068463,0,0,0,0.6605905256732818,0.7959518010376749,0.8006603619125988,Seasonal
ARGININUM,0.0,441389.00916666666,0.2250555943638345,1.0,0.050650020554458816,0,0,0,0.29286575883485777,0.13580242173370682,-0.15634512218551022,Stable
ARGININUM ASPARTATUM*,0.0,40444.549833333345,0.4429968852847924,1.0,0.19624624037202756,0,0,0,0.18110594814509262,0.01810320947336541,0.07305655107984065,Stable
ARGININUM+INOSINUM,0.9333333333333333,0.21683333333333332,4.1185580492432265,15.0,0.19750136033241142,0,51,5,0.15410769861199058,0.16225780053583638,,Potential discontinued
ARGININUM+LEVOCARNITINUM,0.0,27771.693666666673,0.6644084089138848,1.0,0.4414385338354798,0,0,0,0.13669731504728655,0.17361697208582882,-0.14219828914559737,Stable
ARGYREIA*&+MUCUNA PRURIENS*&+PRUNUS AVIUM*&+TRIBULUS TERRESTRIS*&,0.0,300.69350000000003,0.484393170049852,1.0,0.23463674319094485,0,0,0,0.08593302910344724,0.02221064753179114,-0.08775110689150432,Stable
ARIPIPRAZOLUM,0.0,5401.104,0.30024431504919114,1.0,0.09014664871935794,0,0,0,0.3613851461550789,0.818646775951322,0.5373766183113217,Stable
ARMODAFINILUM,0.13333333333333333,2600.2765,0.5903385903709389,1.1538461538461537,0.1686996977769943,8,0,0,0.04984015162117772,0.5038963432080477,0.8517416267732985,Stable
ARONIA MELANOCARPA*&,0.0,227.19366666666667,0.47600018820918655,1.0,0.226576179175181,0,0,0,0.393665016811504,0.19651428509192714,0.12890566057077546,Stable
ARTEMISIA ABSINTHIUM*&,0.0,24652.365833333337,0.2040365359642955,1.0,0.04163090800830926,0,0,0,0.41331690681823996,0.2539650672318411,0.40327910890153,Stable
ARTEMISIA ABSINTHIUM+ATROPA BELLADONNA+MENTHA PIPERITA+VALERIANA,0.0,12571.844833333333,0.13744066401394067,1.0,0.018889936124592926,0,0,0,0.715769104568559,0.404514596422079,0.6706267095761456,Seasonal
ARTICAINUM+EPINEPHRINUM,0.0,1411.466666666667,0.2880863512261174,1.0,0.08299374576277789,0,0,0,0.30582875535954057,0.2061732432382959,0.19047813547200274,Stable
ASCORBIC ACID,0.0,1524314.0095,0.36669428743660654,1.0,0.1344647004386406,0,0,0,0.5745790689214059,0.25769848259061057,0.46053547728109573,Seasonal
ASCORBIC ACID+BENDAZOLUM+GLUTAMILUM-TRIPTOPHANUM*,0.4166666666666667,119.08916666666667,1.6806820476794495,1.7142857142857142,1.2310704181453267,25,0,0,0.05350413472230342,0.6779563383661151,0.17395925050533098,Lumpy / volatile
ASCORBIC ACID+BETACAROTENUM+SELENIUM*+TOCOPHEROLI ACETAS*,0.8166666666666667,1.2276666666666667,3.384339749155396,5.454545454545454,1.2831885152474232,0,49,0,0.11451511221020749,0.38423252242984596,,Potential discontinued
ASCORBIC ACID+HESPERIDINUM+RUSCUS ACULEATUS&,0.0,13368.626333333335,0.2752541517306604,1.0,0.07576484804496544,0,0,0,0.3101113221070807,0.08182691158857902,-0.13281236564147217,Stable
ASCORBIC ACID+KALII CHLORIDUM*+MACROGOLUM+NATRII CHLORIDUM*+NATRII SULFAS*+SODIUM ASCORBATUM,0.0,585.0334999999999,0.45926975041549545,1.0,0.2109287036467115,0,0,0,0.11962627533468184,0.008636326484857237,-0.17421769229959047,Stable
