INN,market_level,market,peer_count_roster,n_atc4,n_atc3
INDAPAMIDUM+PERINDOPRILUM,ATC4,"C09B A ACE inhibitors, and diuretics",9,1,1
INDAPAMIDUM+PERINDOPRILUM+ROSUVASTATINUM,ATC4,C10B X Lipid modifying agents in combination with other drugs,6,1,1
INDOMETACINUM,Excluded,multiple_ATC3,0,3,3
INDOMETACINUM+TROXERUTINUM,ATC4,C05C A Bioflavonoids,10,1,1
INFLIXIMABUM,ATC4,L04A B Tumor necrosis factor alpha inhibitors,4,1,1
INOSINUM,ATC4,C01E B Other cardiac preparations,16,1,1
INOSINUM PRANOBEX*,ATC4,J05A X Other antivirals,11,1,1
INSULINUM ASPARTUM,ATC3,A10A INSULINS AND ANALOGUES,10,2,1
INSULINUM ASPARTUM+INSULINUM DEGLUDECUM,ATC4,"A10A D Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",4,1,1
INSULINUM DEGLUDECUM,ATC4,"A10A E Insulin and analogues for injection, long-acting",5,1,1
INSULINUM DEGLUDECUM+LIRAGLUTIDUM,ATC4,"A10A E Insulin and analogues for injection, long-acting",5,1,1
INSULINUM DETEMIRUM,ATC4,"A10A E Insulin and analogues for injection, long-acting",5,1,1
INSULINUM GLARGINUM,ATC4,"A10A E Insulin and analogues for injection, long-acting",5,1,1
INSULINUM GLARGINUM+LIXISENATIDUM,ATC4,"A10A E Insulin and analogues for injection, long-acting",5,1,1
INSULINUM GLULISINUM,ATC4,"A10A B Insulins and analogues for injection, fast-acting",4,1,1
INSULINUM HUMANUM,ATC3,A10A INSULINS AND ANALOGUES,10,3,1
INSULINUM LISPRUM,ATC3,A10A INSULINS AND ANALOGUES,10,2,1
INTERFERONUM ALFA,Excluded,multiple_ATC3,0,2,2
INTERFERONUM BETA,ATC4,L03A B Interferons,3,1,1
INULA HELENIUM*&,ATC4,R05C A Expectorants,40,1,1
IODIXANOLUM,ATC4,"V08A B Watersoluble, nephrotropic, low-osmolar X-ray contrast media",4,1,1
IODUM*,Excluded,multiple_ATC3,0,2,2
IODUM*+KALII IODIDUM*,ATC4,R02A A Antiseptics,46,1,1
IOHEXOLUM,ATC4,"V08A B Watersoluble, nephrotropic, low-osmolar X-ray contrast media",4,1,1
IOPAMIDOLUM,ATC4,"V08A B Watersoluble, nephrotropic, low-osmolar X-ray contrast media",4,1,1
IOPROMIDUM,ATC4,"V08A B Watersoluble, nephrotropic, low-osmolar X-ray contrast media",4,1,1
IPIDACRINUM,Excluded,multiple_ATC3,0,2,2
IPIDACRINUM+PHENIBUTUM*,ATC4,N06B X Other psychostimulants and nootropics,17,1,1
IPRATROPII BROMIDUM,ATC3,"R03B OTHER ANTI-ASTHMATICS, INHALANTS",5,1,1
IPRATROPII BROMIDUM+FENOTEROLUM,ATC4,R03A L Adrenergics in combinations with anticholinergics incl. triple combinations with corticosteroids,5,1,1
IPRATROPII BROMIDUM+SALBUTAMOLUM,ATC4,R03A L Adrenergics in combinations with anticholinergics incl. triple combinations with corticosteroids,5,1,1
IPRATROPII BROMIDUM+XYLOMETAZOLINUM,ATC4,"R01A B Sympathomimetics, combinations excl. corticosteroids",10,1,1
IRBESARTANUM,ATC4,"C09C A Angiotensin II receptor blockers (ARBs), plain",7,1,1
IRINOTECAN,ATC3,L01C PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,8,1,1
IRON COMPLEX DEXTRAN*,ATC3,B03A IRON PREPARATIONS,12,2,1
ISOCONAZOLUM,ATC4,D01A C Imidazole and triazole derivatives,14,1,1
ISOFLURANUM,ATC3,"N01A ANESTHETICS, GENERAL",7,1,1
ISONIAZIDUM,ATC3,J04A DRUGS FOR TREATMENT OF TUBERCULOSIS,4,1,1
ISOSORBIDI DINITRATE,ATC4,C01D A Organic nitrates,3,1,1
ISOSORBIDI MONONITRAS,ATC4,C01D A Organic nitrates,3,1,1
ISOTRETINOINUM,Excluded,D10B ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE,1,1,1
ISOXSUPRINUM,ATC3,C04A PERIPHERAL VASODILATORS,10,1,1
ITOPRIDUM,ATC4,A03F A Propulsives,4,1,1
ITRACONAZOLUM,ATC4,J02A C Triazole and tetrazole derivatives,4,1,1
IVABRADINUM,ATC4,C01E B Other cardiac preparations,16,1,1
IVERMECTINUM,ATC4,D11A X Other dermatologicals,9,1,1
JOSAMYCINUM,ATC4,J01F A Macrolides,6,1,1
KALII CHLORIDUM*,Excluded,multiple_ATC3,0,2,2
KALII CHLORIDUM*+CALCII CHLORIDUM*+NATRII CHLORIDUM*,ATC4,B05B B Solutions affecting the electrolyte balance,14,1,1
KALII CHLORIDUM*+CALCII CHLORIDUM*+NATRII LACTAS*+NATRII CHLORIDUM*,ATC4,B05B B Solutions affecting the electrolyte balance,14,1,1
KALII CHLORIDUM*+MACROGOLUM+NATRII CHLORIDUM*+NATRII HYDROCARBONAS*,ATC4,A06A D Osmotically acting laxatives,7,1,1
KALII CHLORIDUM*+MACROGOLUM+NATRII CHLORIDUM*+NATRII HYDROCARBONAS*+NATRII SULFAS*,ATC4,A06A D Osmotically acting laxatives,7,1,1
KALII CHLORIDUM*+MAGNESII CHLORIDUM*+NATRII ACETAS*+NATRII CHLORIDUM*+SODIUM GLUCONATE,ATC4,B05B B Solutions affecting the electrolyte balance,14,1,1
KALII CHLORIDUM*+NATRII ACETAS*+NATRII CHLORIDUM*,ATC4,B05B B Solutions affecting the electrolyte balance,14,1,1
KALII CHLORIDUM*+NATRII HYDROCARBONAS*+NATRII CHLORIDUM*,ATC4,B05B B Solutions affecting the electrolyte balance,14,1,1
KALII CHLORIDUM*+NATRII LACTAS*+NATRII CHLORIDUM*,ATC4,B05B B Solutions affecting the electrolyte balance,14,1,1
KALII IODIDUM*,Excluded,multiple_ATC3,0,3,3
KALII PERMANGANAS*,ATC4,D08A X Other antiseptics and disinfectants,16,1,1
KALIUM BROMIDUM*+THYMUS SERPYLLUM*&,ATC4,R05C A Expectorants,40,1,1
KANAMYCINUM,ATC4,J01G B Other aminoglycosides,4,1,1
KETAMINUM,ATC4,N01A X Other general anesthetics,3,1,1
KETOCONAZOLUM,Excluded,multiple_ATC3,0,2,2
KETOCONAZOLUM+PYRITHIONUM ZINCUM,ATC3,D11A OTHER DERMATOLOGICAL PREPARATIONS,16,1,1
KETOPROFENUM,Excluded,multiple_ATC3,0,2,2
KETOROLACUM,Excluded,multiple_ATC3,0,3,3
KETOTIFENUM,Excluded,multiple_ATC3,0,2,2
L-LYSINI AESCINAS*,ATC4,C05C X Other capillary stabilizing agents,7,1,1
LACOSAMIDUM,ATC4,N03A X Other antiepileptics,5,1,1
LACTULOSUM,ATC4,A06A D Osmotically acting laxatives,7,1,1
LAMINARIA*,ATC3,A06A DRUG FOR CONSTIPATION,24,1,1
LAMIVUDINUM,ATC4,J05A F Nucleoside and nucleotide reverse transcriptase inhibitors,4,1,1
LAMOTRIGINUM,ATC4,N03A X Other antiepileptics,5,1,1
LANATOSIDUM C,ATC3,C01A CARDIAC GLYCOSIDES,4,1,1
LANREOTIDUM,ATC3,H01C HYPOTALAMIC HORMONES,4,1,1
LANSOPRAZOLUM,ATC4,A02B C Proton pump inhibitors,7,1,1
LAPATINIB,ATC3,L01E PROTEIN KINASE INHIBITORS,26,1,1
LARIX DECIDUA*+PINUS SILVESTRIS*&,ATC4,D08A X Other antiseptics and disinfectants,16,1,1
LATANOPROSTENUM BUNOD,ATC4,S01E E Prostaglandin analogues,5,1,1
LATANOPROSTUM,ATC4,S01E E Prostaglandin analogues,5,1,1
LATANOPROSTUM+TIMOLOLUM,ATC4,S01E D Beta blocking agents,9,1,1
LAVANDULA ANGUSTIFOLIA*&,Excluded,multiple_ATC3,0,2,2
LECITHIN*,ATC4,A16A X Various alimentary tract and metabolism products,19,1,1
LECITHIN*+QUERCETIN*,Excluded,multiple_ATC3,0,2,2
LEDUM PALUSTRE*&,ATC4,R05C A Expectorants,40,1,1
LEDUM+MENTHA+CALENDULA+MATRICARIA+GLYCYRRHIZA+VIOLA*&,ATC4,R05C A Expectorants,40,1,1
LEFLUNOMIDUM,ATC4,L04A A Selective immunosuppressants,10,1,1
LENALIDOMIDUM,ATC4,L04A X Other immunosuppressants,5,1,1
LENOGRASTIMUM,ATC3,L03A IMMUNOSTIMULANTS,16,1,1
LEONURUS CARDIACA/QUINQUELOBATUS GILIB.*&,ATC4,N05C M Other hypnotics and sedatives,26,1,1
LERCANIDIPINUM,ATC4,C08C A Dihydropyridine derivatives,7,1,1
LESPEDEZA BICOLOR,ATC4,G04B X Other urologicals,12,1,1
LETROZOLUM,ATC4,L02B G Aromatase inhibitors,3,1,1
LEUPRORELINUM,ATC4,L02A E Gonadotropin releasing hormone analogues,3,1,1
LEVAMISOLUM,ATC3,P02C ANTINEMATODAL AGENTS,6,1,1
LEVAMLODIPINUM,ATC4,C08C A Dihydropyridine derivatives,7,1,1
LEVANA*,ATC3,N05C HYPNOTICS AND SEDATIVES,37,1,1
LEVETIRACETAMUM,ATC4,N03A X Other antiepileptics,5,1,1
LEVOCARNITINUM,ATC4,A16A A Amino acids and derivates,4,1,1
LEVOCETIRIZINUM,ATC4,R06A E Piperazine derivatives,3,1,1
LEVOCETIRIZINUM+MONTELUKASTUM,ATC3,R03D OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,9,1,1
LEVOCETIRIZINUM+PARACETAMOLUM,ATC4,N02B E Anilides,32,1,1
LEVOCETIRIZINUM+PARACETAMOLUM+PHENYLEPHRINUM,ATC4,N02B E Anilides,32,1,1
LEVODOPUM+BENSERAZIDUM,ATC4,N04B A DOPA and derivatives,3,1,1
LEVODOPUM+CARBIDOPUM+ENTACAPONUM,ATC4,N04B A DOPA and derivatives,3,1,1
LEVODROPROPIZINUM,ATC4,R05D B Other cough suppressants,8,1,1
LEVOFLOXACINUM,Excluded,multiple_ATC3,0,2,2
LEVOFLOXACINUM+ORNIDAZOLUM,ATC4,J01R A Combinations of antibacterials,4,1,1
LEVOMENTHOLUM+METHYL SALICYLAT*,ATC4,M02A C Preparations with salicylic acid derivatives,5,1,1
LEVOMENTHOLUM+OENOTHERA BIENNIS*&+THYMUS SERPYLLUM*&,ATC4,R05C A Expectorants,40,1,1
LEVOMEPROMAZINUM,ATC3,N05A ANTIPSYCHOTICS,24,1,1
LEVONORGESTRELUM,Excluded,multiple_ATC3,0,2,2
LEVOSIMENDANUM,ATC3,C01C CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,6,1,1
LEVOTHYROXINUM NATRICUM,Excluded,H03A THYROID PREPARATIONS,1,1,1
LIDOCAINUM,Excluded,multiple_ATC3,0,3,3
LIDOCAINUM+MATRICARIA CHAMOMILLA,ATC4,A01A D Other agents for local oral treatment,16,1,1
LIDOCAINUM+MATRICARIA CHAMOMILLA*&+POLIDOCANOLUM,ATC4,A01A D Other agents for local oral treatment,16,1,1
LIDOCAINUM+MATRICARIA CHAMOMILLA*&+THYMOL,ATC4,A01A D Other agents for local oral treatment,16,1,1
LIDOCAINUM+METRONIDAZOLUM+MICONAZOLUM,ATC4,G01A F Imidazole derivatives,13,1,1
LIDOCAINUM+NEOMYCINUM+POLYMYXINUM B,ATC4,S02A A Antiinfectives,4,1,1
LIDOCAINUM+NIFEDIPINUM,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,13,1,1
LIDOCAINUM+NITROFURALUM+PHENAZONUM,ATC4,S02D A Analgesics and anesthetics,4,1,1
LIDOCAINUM+OFLOXACINUM,ATC3,D06B CHEMOTHERAPEUTICS FOR TOPICAL USE,11,1,1
LIDOCAINUM+PHENAZONUM,ATC4,S02D A Analgesics and anesthetics,4,1,1
LIDOCAINUM+PRILOCAINUM,ATC4,N01B B Amides,8,1,1
LIDOCAINUM+TOLPERISONUM,ATC4,M03B X Other centrally acting agents,7,1,1
LIDOCAINUM+TRIBENOSIDUM,ATC4,C05A X Other agents for treatment of hemorrhoids and anal fissures for topical use,13,1,1
LINCOMYCINUM,ATC3,"J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",8,1,1
LINEZOLIDUM,ATC4,J01X X Other antibacterials,7,1,1
LINUM USITATISSIMUM*&,ATC4,A02X OTHER DRUGS FOR ACID RELATED DISORDERS,7,1,1
LINUM USITATISSIMUM*&+MENTHOLUM*+METHYL SALICYLAT*+PHENOXYETHANOL+ROFECOXIBUM,ATC4,"M02A A Antiinflammatory preparations, non-steroids for topical use",18,1,1
LIRAGLUTIDUM,ATC3,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",24,1,1
LISINOPRILUM,ATC4,"C09A A ACE inhibitors, plain",9,1,1
LITHIUM,ATC3,N05A ANTIPSYCHOTICS,24,1,1
LOMEFLOXACINUM,ATC4,J01M A Fluoroquinolones,8,1,1
LOMUSTINUM,ATC3,L01A ALKYLATING AGENTS,8,1,1
LOPERAMIDUM,Excluded,A07D ANTIPROPULSIVES,2,1,1
LOPERAMIDUM+SIMETICONUM,Excluded,A07D ANTIPROPULSIVES,2,1,1
LOPINAVIRUM+RITONAVIRUM,ATC4,"J05A R Antivirals for treatment of HIVinfections, combinations",4,1,1
LORATADINUM,Excluded,multiple_ATC3,0,2,2
LORNOXICAMUM,ATC4,M01A C Oxicams,4,1,1
LOSARTANUM,ATC4,"C09C A Angiotensin II receptor blockers (ARBs), plain",7,1,1
LUTEIN+VACCINIUM MYRTILLUS *&+ZEAXANTHINUM*,ATC4,S01X A Other ophthalmologicals,16,1,1
LYNESTRENOLUM,ATC3,G03D PROGESTOGENS,6,1,1
LYSINI ACETYLSALICYLAS*,ATC4,N02B A Salicylic acid and derivatives,7,1,1
MACROGOLUM,ATC4,A06A D Osmotically acting laxatives,7,1,1
MAGALDRATUM,ATC4,"A02A D Combinations and complexes of aluminium, calcium and magnesium compounds",5,1,1
MAGNESII LACTAS*+MAGNESYUM PIDOLATE*+PYRIDOXINUM,ATC4,A11E C Vitamin B-complex with minerals,4,1,1
MAGNESII LACTAS*+PYRIDOXINUM,ATC4,A11E C Vitamin B-complex with minerals,4,1,1
MAGNESII OROTAS*,ATC4,A12C C Magnesium,5,1,1
MAGNESII OXYDUM*,ATC4,A12C C Magnesium,5,1,1
MAGNESII SULFAS*,Excluded,multiple_ATC3,0,3,3
MAGNESII SULFAS*+NATRII SULFAS*+POTASSIUM SULFAS*,ATC4,A06A D Osmotically acting laxatives,7,1,1
MAGNESIUM ASPARGINATE*+PYRIDOXINUM,ATC4,A11E C Vitamin B-complex with minerals,4,1,1
MAGNESIUM CITRATUM*+PYRIDOXINUM,ATC4,A11E C Vitamin B-complex with minerals,4,1,1
MAGNESIUM GLUCONATE*+POTASSIUM GLUCONATE*,Excluded,multiple_ATC3,0,2,2
MAHONIA AQUIFOLIUM NUTT.*&,ATC4,D05A X Other antipsoriatics for topical use,4,1,1
MALATHIONUM*+PERMETHRINUM+PIPERONYL*,ATC4,"P03A C Pyrethrines, incl. synthetic compounds",3,1,1
MANNITOLI HEXANITRAS,ATC3,B05B I.V. SOLUTIONS,16,1,1
MANNITOLI HEXANITRAS+SORBITOL*,Excluded,V07A ALL OTHER NON-THERAPEUTIC PRODUCTS,2,1,1
MATRICARIA CHAMOMILLA*&,Excluded,multiple_ATC3,0,2,2
MATRICARIA CHAMOMILLA*&+SALVIA OFFICINALIS*&,ATC4,R05X OTHER COLD PREPARATIONS,23,1,1
MATRICARIA CHAMOMILLA*&+SPIRITUS AETHYLICUS*,ATC4,D08A X Other antiseptics and disinfectants,16,1,1
MEBENDAZOLUM,ATC3,P02C ANTINEMATODAL AGENTS,6,1,1
MEBEVERINUM,ATC3,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,16,1,1
MEBHYDROLINUM,ATC4,R06A X Other antihistamines for systemic use,12,1,1
MEBICARUM*,ATC4,N06B X Other psychostimulants and nootropics,17,1,1
MECOBALAMINUM,ATC3,B03B VITAMIN B12 AND FOLIC ACID,3,1,1
MEDROXYPROGESTERONUM,Excluded,multiple_ATC3,0,2,2
MEFLOQUINUM,ATC3,P01B ANTIMALARIAS,3,1,1
MEGESTROLUM,ATC3,L02A HORMONES AND RELATED AGENTS,5,1,1
MELATONINUM*,ATC3,N05C HYPNOTICS AND SEDATIVES,37,1,1
MELDONIUM,ATC4,C01E B Other cardiac preparations,16,1,1
MELISSA+MENTHA PIPERITA+VALERIANA,ATC4,N05C M Other hypnotics and sedatives,26,1,1
MELOXICAMUM,ATC4,M01A C Oxicams,4,1,1
MELPHALANUM,ATC4,L01A A Nitrogen mustard analogues,5,1,1
MEMANTINE,ATC3,N06D ANTI-DEMENTIA DRUGS,6,1,1
MENADIONI NATRII BISULFIS,ATC3,B02B VITAMIN K AND OTHER HEMOSTATICS,13,1,1
MENOTROPINUM*,ATC4,G03G A Gonadotropins,9,1,1
MENTHA PIPERITA,ATC3,A04A ANTIEMETICS AND ANTINAUSEANTS,5,1,1
MENTHA PIPERITA+VALERIANA OFFICINALIS*&,ATC4,N05C M Other hypnotics and sedatives,26,1,1
MENTHOL SOLITION IN ISOVALERAT,ATC4,C01E X Other cardiac combination products,13,1,1
MENTHOLUM*+METHYL SALICYLAT*,ATC4,M02A C Preparations with salicylic acid derivatives,5,1,1
MEPIVACAINUM,ATC4,N01B B Amides,8,1,1
MERCAPTOPURINUM,ATC4,L01B B Purine analogues,4,1,1
MEROPENEMUM,ATC4,J01D H Carbapenems,3,1,1
MESALAZINUM,ATC3,A07E INTESTINAL ANTIINFLAMMATORY AGENTS,3,1,1
MESNUM,ATC4,V03A F Detoxifying agents for antineoplastic treatment,3,1,1
MESTEROLONUM,Excluded,G03B ANDROGENS,2,1,1
METADOXINE,ATC4,N07B B Drugs used in alcohol dependence,5,1,1
METAMIZOLUM NATRICUM,ATC4,N02B B Pyrazolones,9,1,1
METAMIZOLUM NATRICUM+PITOFENONUM+FENPIVERINII BROMIDUM,ATC4,A03D A Synthetic anticholinergic agents in combination with analgesics,3,1,1
METAMIZOLUM NATRICUM+TEMPIDONUM,ATC4,N02B B Pyrazolones,9,1,1
METFORMINUM,ATC3,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",24,1,1
METFORMINUM+SAXAGLIPTINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,10,1,1
METFORMINUM+SITAGLIPTINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,10,1,1
METFORMINUM+VILDAGLIPTINUM,ATC4,A10B D Combinations of oral blood glucose lowering drugs,10,1,1
METHADONUM,ATC3,N07B DRUGS USED IN ADDICTIVE DISORDERS,10,1,1
METHIONINUM,ATC4,V03A B Antidotes,8,1,1
METHIONINUM+NICOTINAMIDUM+THIAMINUM+TOCOPHEROLI ACETAS*+ZINCI SULFAS*,ATC4,"A11A B Multivitamins, other combinations",3,1,1
METHIONINUM+PHOSPHOLIPIDES*,Excluded,A05C DRUGS FOR BILE THERAPY AND LIPOTROPICS IN COMBINATION,1,1,1
METHOCARBAMOLUM,ATC3,"M03B MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",8,1,1
METHOTREXATUM,Excluded,multiple_ATC3,0,2,2
METHYL SALICYLAT*,ATC4,M02A C Preparations with salicylic acid derivatives,5,1,1
METHYLDOPUM,ATC3,"C02A ANTIADRENERGIC AGENTS, CENTRALLY ACTING",5,1,1
METHYLERGOMETRINUM,ATC3,G02A UTEROTONICS,3,1,1
METHYLPHENIDATUM,ATC4,N06B A Centrally acting sympathomimetics,3,1,1
METHYLPREDNISOLONI ACEPONAS,ATC4,"D07A C Corticosteroids, potent (group III)",7,1,1
METHYLPREDNISOLONUM,ATC4,H02A B Glucocorticoids,7,1,1
METHYLURACILUM*,Excluded,A14B OTHER ANABOLIC AGENTS,2,1,1
METHYLURACILUM*+MYRAMISTINUM*,ATC4,D03A X Other cicatrizants,20,1,1
METOCLOPRAMIDUM,ATC4,A03F A Propulsives,4,1,1
METOPROLOLUM,ATC4,"C07A B Beta blocking agents, selective",6,1,1
METOXYPOLYETHYLENGLYCOLUM-EPOETINUM BETA*,ATC4,B03X A Other antianemic preparations,4,1,1
METRONIDAZOLUM,Excluded,multiple_ATC3,0,3,3
METRONIDAZOLUM+MICONAZOLUM,ATC4,G01A F Imidazole derivatives,13,1,1
MEXILETINUM,ATC3,"C01B ANTIARRHYTHMICS, CLASS I AND III",8,1,1
MIANSERINUM,ATC4,N06A X Other antidepressants,10,1,1
MICAFUNGINUM,ATC3,J02A ANTIMYCOTICS FOR SYSTEMIC USE,6,1,1
MICONAZOLUM,ATC4,D01A C Imidazole and triazole derivatives,14,1,1
MICONAZOLUM+NEOMYCINUM+ORNIDAZOLUM+PREDNISOLONUM,ATC4,G01B F Imidazole derivatives and corticosteroids,4,1,1
MIDAZOLAMUM,ATC3,N05C HYPNOTICS AND SEDATIVES,37,1,1
MIDECAMYCINUM,ATC4,J01F A Macrolides,6,1,1
MIFEPRISTONUM,ATC3,G03X OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,4,1,1
MINOXIDILUM,ATC4,D11A X Other dermatologicals,9,1,1
MIRABEGRONUM,ATC4,G04B D Drugs for urinary frequency and incontinence,5,1,1
MIRTAZAPINUM,ATC4,N06A X Other antidepressants,10,1,1
MISOPROSTOL,ATC3,A02B DRUGS FOR TREATMENT OF PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE,20,1,1
MITOXANTRONUM,ATC4,L01D B Anthracyclines and related substances,4,1,1
MOLSIDOMINUM,ATC3,C01D VASODILATORS USED IN CARDIAC DISEASES,5,1,1
MOMETASONUM,Excluded,multiple_ATC3,0,2,2
MOMETASONUM+OLOPATADINUM,ATC4,R01A D Corticosteroids,9,1,1
MONTELUKASTUM,ATC3,R03D OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,9,1,1
MORPHINUM*,ATC4,N02A A Natural opium alkaloids,4,1,1
MOSAPRIDUM,ATC4,A03F A Propulsives,4,1,1
MOXIFLOXACINUM,Excluded,multiple_ATC3,0,2,2
MOXONIDINUM,ATC4,C02A C Imidazoline receptor agonists,3,1,1
MUPIROCINUM,Excluded,multiple_ATC3,0,2,2
MURAMIDASE+PYRIDOXINUM,ATC4,R02A A Antiseptics,46,1,1
MYRAMISTINUM*,Excluded,multiple_ATC3,0,4,4
MYRAMISTINUM*+TRIAMCINOLONUM,ATC4,"D07B B Corticosteroids, moderately potent, combinations with antiseptics",3,1,1
MYRAMISTINUM*+XYLOMETAZOLINUM,ATC4,"R01A B Sympathomimetics, combinations excl. corticosteroids",10,1,1
MYRTUS COMMUNIS*,ATC4,R05C A Expectorants,40,1,1
NABUMETONUM,ATC4,"M01A X Other antiinflammatory and antirheumatic agents, non-steroids",7,1,1
NADROPARINUM CALCICUM,ATC4,B01A B Heparin group,7,1,1
NAFTIDROFURYLUM,ATC4,C04A X Other peripheral vasodilators,5,1,1
NAFTIFINUM,ATC4,D01A E Other antifungals for topical use,9,1,1
NALBUPHINE HYDROCHLORIDE,ATC3,N02A OPIOIDS,11,1,1
NALOXONUM,ATC4,V03A B Antidotes,8,1,1
NALTREXONUM,ATC4,N07B B Drugs used in alcohol dependence,5,1,1
NANDROLONUM,Excluded,A14A ANABOLIC STEROIDS,1,1,1
NAPHAZOLINUM,ATC4,"R01A A Sympathomimetics, plain",5,1,1
NAPROXENUM,Excluded,multiple_ATC3,0,2,2
NATAMYCINUM,Excluded,multiple_ATC3,0,3,3
NATRII ACETAS*+NATRII CHLORIDUM*,ATC4,B05B B Solutions affecting the electrolyte balance,14,1,1
NATRII AMIDOTRIZOAS,ATC3,"V08A X-RAY CONTRAST MEDIA, IODINATED",5,1,1
NATRII CHLORIDUM*,Excluded,multiple_ATC3,0,2,2
NATRII FLUORIDUM*,ATC3,A12C OTHER MINERAL SUPPLEMENTS,8,1,1
NATRII HYDROCARBONAS*,ATC4,B05X A Electrolyte solutions,7,1,1
NATRII HYDROCARBONAS*+THERMOPSIS LANCEOLATA*&,Excluded,multiple_ATC3,0,2,2
NATRII HYDROCARBONAS+GLYCYRRHIZA GLABRA/URALENSIS*&+THERMOPSIS LANCEOLATA*&+CODEINUM,ATC3,"R05F COUGH SUPRESSANTS AND EXPECTORANTS, COMBINATIONS",7,1,1
NATRII OXYBUTYRAS*,ATC4,N01A X Other general anesthetics,3,1,1
NATRII PENTOSANI POLYSULFAS,ATC4,C05B A Heparins or heparinoids for topical use,5,1,1
NATRII PICOSULFAS,ATC4,A06A B Contact laxatives,8,1,1
NATRII TETRABORAS*,ATC4,D08A X Other antiseptics and disinfectants,16,1,1
NATRII THIOSULFAS*,ATC4,V03A B Antidotes,8,1,1
NEBIVOLOLUM,ATC4,"C07A B Beta blocking agents, selective",6,1,1
NEFOPAMUM,ATC3,N02B OTHER ANALGESICS AND ANTIPYRETICS,51,1,1
NEOMYCINUM+NYSTATINUM+ORNIDAZOLUM+PREDNISOLONUM,ATC4,G01B F Imidazole derivatives and corticosteroids,4,1,1
NEOMYCINUM+NYSTATINUM+POLYMYXINUM B,ATC4,G01A A Antibiotics,5,1,1
NEOMYCINUM+NYSTATINUM+PREDNISOLONUM+TERNIDAZOLUM,ATC4,G01B F Imidazole derivatives and corticosteroids,4,1,1
NEOSTIGMINI BROMIDUM,ATC4,N07A A Anticholinesterases,3,1,1
NEPAFENAC,ATC4,"S01B C Antiinflammatory agents, non-steroids",5,1,1
NEUROPEPTIDES*,ATC4,N06B X Other psychostimulants and nootropics,17,1,1
NICERGOLINUM,ATC3,C04A PERIPHERAL VASODILATORS,10,1,1
NICETHAMIDUM,ATC3,R07A OTHER RESPIRATORY SYSTEM PRODUCTS,4,1,1
NICOBOXILUM+NONIVAMIDUM,ATC4,M02A X Other topical products for joint and muscular pain,26,1,1
NICORANDILUM,ATC3,C01D VASODILATORS USED IN CARDIAC DISEASES,5,1,1
NICOTINIC ACID,ATC3,C04A PERIPHERAL VASODILATORS,10,1,1
NICOTINUM*,ATC4,N07B A Drugs used in nicotine dependence,3,1,1
NIFEDIPINUM,ATC4,C08C A Dihydropyridine derivatives,7,1,1
NIFURATELUM,ATC4,G01A X Other antiinfectives and antiseptics,12,1,1
NIFURATELUM+NYSTATINUM,ATC4,G01A X Other antiinfectives and antiseptics,12,1,1
NIFUROXAZIDUM,ATC3,A07A INTESTINAL ANTIINFECTIVES,5,1,1
NIMESULIDUM,Excluded,multiple_ATC3,0,2,2
NIMESULIDUM+TIZANIDINUM,ATC4,"M01A X Other antiinflammatory and antirheumatic agents, non-steroids",7,1,1
NIMODIPINUM,ATC4,C08C A Dihydropyridine derivatives,7,1,1
NIMORAZOLUM,ATC4,P01A B Nitroimidazole derivatives,3,1,1
NINTEDANIB,ATC4,L01E X Other protein kinase inhibitors,6,1,1
NITRENDIPINUM,ATC4,C08C A Dihydropyridine derivatives,7,1,1
NITROFURALUM,ATC3,D08A ANTISEPTICS AND DISINFECTANTS,27,1,1
NITROFURANTOINUM,ATC3,J01X OTHER ANTIBACTERIALS,17,1,1
NITROGLICERINUM*,ATC4,C01D A Organic nitrates,3,1,1
NITROXOLINUM,ATC4,J01X X Other antibacterials,7,1,1
NONACOGUM ALFA,ATC4,B02B D Blood coagulation factors,6,1,1
NORELGESTROMINUM+ETHINYLESTRADIOLUM,ATC4,"G03A A Progestogens and estrogens, fixed combinations",8,1,1
NOREPINEPHRINUM,ATC4,C01C A Adrenergic and dopaminergic agents,5,1,1
NORETHISTERONUM,ATC3,G03D PROGESTOGENS,6,1,1
NORFLOXACINUM,Excluded,multiple_ATC3,0,2,2
NYSTATINUM,Excluded,multiple_ATC3,0,2,2
